timestamp,run_id,rpm,torque_Nm,imep_bar,fuel_flow_kgph,air_flow_kgph,lambda,egr_frac,map_bar_abs,mat_C,coolant_in_C,coolant_out_C,exhaust_T_C,oil_T_C,prr_bar_per_deg,CO2_dry_pct,NOx_ppm,CO_ppm,HC_ppm,knock_index
01/01/2025 12:00,1,1497,765.7458447069661,7.815379729,43.837173645764544,1273.954349015998,1.439523761447282,0.14503044412113453,2.385131903,49.06854049285948,85.24196227156604,88.32868202690824,648.3745657032224,93.87542494151805,5.157123666297637,14.331899491657932,231.3332587158511,273.2824384460777,27.742236995134643,0.19967378215835974
01/01/2025 12:00,1,1525,778.3132442835417,7.7953543593576855,37.422821689537734,1077.758265084188,1.4597677503203157,0.15257496106188098,2.447864810340043,48.72888051945072,83.97844780532441,88.81669241892689,678.4836460649211,94.98894427535974,5.194674456628062,14.231898219810816,278.4878312619441,338.9156521,41.936397242823176,0.18485445552552704
01/01/2025 12:00,1,1507,773.8559494697491,7.726994666458667,38.494481522053555,1041.004570785309,1.3764035488482482,0.14505823333966128,2.417133805240482,52.11424445243783,85.34361828956847,88.58057813420574,693.4096541227706,94.22983543916737,5.305838144420434,15.352099445433907,299.1685250952868,158.03912383886808,26.907876241487855,0.8631034258755935
01/01/2025 12:00,1,1484,792.4215233616461,7.906442021489396,37.94808346,1227.978452304615,1.3674853622951997,0.15801257524156342,2.560562069,50.59312276865794,83.96217012348451,88.88636637845633,715.6700323559387,96.59119092779189,5.169090626,16.638782647823625,269.4519560505041,180.06808049923993,29.39135912525254,0.10789142699330445
01/01/2025 12:00,1,1500,764.4484368366324,7.653660446019874,30.062155426995538,888.6570419396405,1.430251387843571,0.1644435614966743,2.4068528088803336,48.96345956,84.1915064,88.68974935352227,700.5322607723577,95.65750221931937,5.256633716556678,14.826341504902972,281.4095926667446,164.89734530613237,26.723378534022316,0.22793516254194168
01/01/2025 12:00,1,1512,764.5895304294372,7.380377699538025,41.727589719443834,1218.8197951456496,1.3979389164444866,0.15419398431459425,2.432677829329613,49.66787818329787,85.21493883009475,88.19262389689902,663.4336290453733,97.80791747731858,4.163247689004889,14.242418647966154,251.9139840859495,205.11738412748335,25.673907194519867,0.5026790232288615
01/01/2025 12:00,1,1498,776.4595306926219,7.761124129955695,34.15660981190234,1102.7682002761296,1.4499924109023223,0.15757494051968962,2.4063348037921317,48.18122509041052,86.40279431,90.00094324814383,699.9669072223163,99.38091125161996,4.716851135198614,14.902697749372708,249.04764632013482,122.46682844669337,30.685629748060272,0.6451727904094499
01/01/2025 12:00,1,1505,752.1347652207241,7.583402473803415,39.195313115684684,1145.4231040914174,1.3681201405765413,0.14609717079157722,2.3940281368974135,51.11224359706793,86.04386061091866,91.57030877225336,703.3451130987041,100.07832543253866,4.8970666414522475,13.980821558787628,301.41219425449145,264.96984071322436,21.328538439504467,0.8971102599525771
01/01/2025 12:00,1,1502,777.3575480358892,7.705573008201043,41.16126848580502,1258.9645240926423,1.3766781883666652,0.16832236616070673,2.515475181517662,50.94766584182358,83.80869650279735,89.46525011143117,669.1851406133981,96.57416921,4.5896588408241445,15.340172739846468,289.5915490377027,241.1030079997245,48.967929826539475,0.093674768
01/01/2025 12:00,1,1486,754.9929688560845,7.637797043379935,38.80202745903095,1257.9137686410081,1.4392937594525834,0.17700884263987657,2.41771082,50.187530860303895,83.59359473281845,88.55906507672364,658.2361719067198,96.95436000162614,4.931364091451092,14.65663986,271.7669307372009,177.37688838276654,37.77049794903608,0.38509772860192526
01/01/2025 12:00,1,1495,787.5565597324191,7.896974971737213,33.77130610644006,1024.8362753106358,1.4316616282544254,0.14082604668724782,2.530821112,50.30745021189106,85.05820872,88.91523842061537,700.9340270731752,96.12156905273648,5.526901026017452,14.233393814349075,248.6341506584747,225.7517634,35.13785950912209,0.8670723185801037
01/01/2025 12:00,1,1500,787.8668636221976,8.022404269055329,40.03653186370316,1307.6637012994188,1.4618058897931892,0.1519875826310232,2.4752685621896395,50.35236184410464,83.84743462833998,87.34666624,697.2338877732856,93.28814216434127,4.732668629074968,14.029919645148487,265.5710398063253,179.27340973050542,30.801987125408147,0.037348189
01/01/2025 12:00,1,1495,792.2075958,7.928503959762517,34.61127611035347,988.8231349426907,1.4463756467147175,0.1423609547320878,2.3841321127645516,50.43291717916395,85.04557183990381,89.39397149,738.9826796791551,96.26783804463602,5.093227157384714,14.620404241273913,281.1878716278335,160.37396307836497,28.85263558533101,0.025350743
01/01/2025 12:00,1,1492,803.6546184581127,8.003121475,38.410765467447085,1176.7343139358702,1.3317843939092575,0.15911843795013483,2.4703153394474784,52.53281371074575,85.37729626546042,92.02864725,675.2906739063384,98.6874316,4.360040133368435,14.90414538475987,338.81845005119703,199.0278929550226,20.67408343438919,0.4734717707805657
01/01/2025 12:00,1,1497,745.4729202066527,7.617970332459691,32.84929311019684,956.5684926558346,1.4189327881322882,0.16407735393992032,2.407714710166147,47.12827569764112,86.16316375215496,91.17339681317455,653.1062870823674,95.92420694852655,4.6998915614206025,14.69410679378659,252.9821216747415,205.6758672625624,36.62130674521047,0.3881699262065219
01/01/2025 12:00,1,1493,812.6549366782747,8.195234218059344,40.35486207819873,1246.103834638129,1.406970864839808,0.14480029338873554,2.571328561,50.41519652257144,85.88499046718667,90.42046072,693.8827250410118,94.28902271816727,5.7262751237311855,15.26010031021045,292.6987573983408,168.51495713674436,38.767546499523256,0.17743954377972282
01/01/2025 12:00,1,1507,782.6359892,7.824269732149775,40.58663691654391,1321.3113499490748,1.382817189826192,0.15513559486095954,2.532716420022627,49.59561469513221,84.78231879677278,90.88109564875998,707.8263215570701,96.62701927200128,5.010501920816379,15.232451417863851,274.6085052,216.2083176244221,28.698569456323153,0.9506071469375561
01/01/2025 12:00,1,1519,791.7331254968881,7.738126744955359,37.76613244105046,1223.994530521808,1.3525627358073076,0.15737140434449026,2.469044984846819,51.33411220693958,84.30085342190809,89.29203637566228,654.0662077758384,98.54086303313343,5.401906525688129,15.255252705093262,319.3220763940295,178.33482965487198,32.03822727527467,0.8218600592903562
01/01/2025 12:00,1,1495,775.0695825931024,7.605887391781291,32.962681128117225,941.5167382965516,1.4017234016823914,0.1527736967052392,2.452329810562447,52.950712433899106,85.85765962320203,90.69772109,687.1544671384975,92.99494127072438,4.855670680539931,15.005544171375934,256.70575627251174,225.96732571205862,45.32738913002578,0.9621725484745419
01/01/2025 12:00,1,1485,753.5458455755949,7.5011383320928315,42.28838227,1274.5424651712215,1.461570974585907,0.1544008949265348,2.4729190378749104,50.10870115587714,87.2757613,92.68198798261713,668.1340788,98.71993401297387,5.908043895121907,14.654195567032714,269.4413515477487,127.35752704638196,37.840064109141686,0.1881211597237613
